STATION
BARANGAY
DATE REPORTED (ORIGINAL)
DATE REPORTED
TIME REPORTED
DATE COMMITTED (ORIGINAL)
DATE COMMITTED
TIME COMMITTED
STAGES OF FELONY
OFFENSE
CRIME CATEGORY
MODUS
VICTIMS Status
VICTIMS Age
VICTIMS Gender
VICTIMS Occupation
VICTIMS Nationality
VICTIMS Sector
VICTIMS Ethnic Group
SUSPECTS Status
SUSPECTS Age
SUSPECTS Gender
SUSPECTS Occupation
SUSPECTS Nationality
SUSPECTS Education
SUSPECTS Drug Used
SUSPECTS Alcohol Used
SUSPECTS Group Affiliation
Weapons Used
Vehicle Used
Firearms Used
CASE STATUS
CASE PROGRESS
LATITUDE
LONGITUDE
VICTIMS COUNT
SUSPECTS COUNT
CMONTH
TC.HOUR
INVESTIGATOR
CYEAR
Year
MODIFIED OFFENSE
CRIME TYPE
DAYS OF THE WEEK COMMITTED
DELAY IN REPORTING
MATCH OR MODIFIED
